system,n_atoms,n_configs,valid_energy_configs,energy_split_excluded,low_energy_configs,middle_energy_configs,high_energy_configs,train_configs,val_configs,test_id_configs,test_ood_configs,train_dft_available,val_dft_available,test_id_dft_available,test_ood_dft_available,train_cc_available,val_cc_available,test_id_cc_available,test_ood_cc_available
C4H8N6O2,20,140,138,False,69,7,62,41,14,14,62,41,14,14,62,10,2,1,8
C4H8N6O3,21,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4H8N8,20,24,23,False,12,1,10,7,3,2,10,7,3,2,10,0,1,1,2
C4H8N8O1,21,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4H8O1,13,21172,21004,False,10502,1050,9452,6301,2101,2100,9452,6301,2101,2100,9452,261,80,80,778
C4H8O2,14,14713,13260,False,6630,663,5967,3978,1326,1326,5967,3978,1326,1326,5967,256,91,88,660
C4H8O3,15,3546,2662,False,1331,133,1198,799,266,266,1198,799,266,266,1198,76,28,29,148
C4H8O4,16,1802,1753,False,877,87,789,526,176,175,789,526,176,175,789,85,22,27,93
C4H8O5,17,4,4,False,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0
C4H9N1,14,19184,19156,False,9578,958,8620,5747,1916,1915,8620,5747,1916,1915,8620,81,28,31,544
C4H9N1O1,15,20499,17520,False,8760,876,7884,5256,1752,1752,7884,5256,1752,1752,7884,313,91,85,700
C4H9N1O2,16,4397,3584,False,1792,179,1613,1075,359,358,1613,1075,359,358,1613,85,39,28,194
C4H9N1O3,17,4829,4299,False,2150,214,1935,1290,430,430,1935,1290,430,430,1935,144,46,54,225
C4H9N1O4,18,227,222,False,111,11,100,67,22,22,100,67,22,22,100,6,1,2,17
C4H9N1O5,19,141,140,False,70,7,63,42,14,14,63,42,14,14,63,10,0,1,10
C4H9N1O6,20,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4H9N3,16,8177,7934,False,3967,397,3570,2380,794,793,3570,2380,794,793,3570,161,54,72,390
C4H9N3O1,17,17991,17326,False,8663,866,7797,5198,1733,1732,7797,5198,1733,1732,7797,472,176,177,976
C4H9N3O2,18,2808,2413,False,1207,120,1086,724,242,241,1086,724,242,241,1086,87,34,27,146
C4H9N3O3,19,448,443,False,222,22,199,133,45,44,199,133,45,44,199,21,9,8,22
C4H9N3O4,20,37,36,False,18,2,16,11,4,3,16,11,4,3,16,0,0,1,1
C4H9N3O5,21,20,19,False,10,0,9,6,2,2,9,6,2,2,9,0,0,1,1
C4H9N5,18,3087,2547,False,1274,127,1146,764,255,255,1146,764,255,255,1146,85,30,37,160
C4H9N5O1,19,102,98,False,49,5,44,29,10,10,44,29,10,10,44,1,1,0,4
C4H9N5O2,20,208,204,False,102,10,92,61,21,20,92,61,21,20,92,17,5,2,11
C4H9N5O3,21,148,147,False,74,7,66,44,15,15,66,44,15,15,66,0,0,0,0
C4H9N7,20,192,186,False,93,9,84,56,19,18,84,56,19,18,84,9,2,4,11
C4H9N7O1,21,106,104,False,52,5,47,31,11,10,47,31,11,10,47,1,0,1,3
C4N2,6,698,696,False,348,35,313,209,70,69,313,209,70,69,313,47,10,17,43
C4N2O2,8,168,160,False,80,8,72,48,16,16,72,48,16,16,72,13,5,1,9
C4N2O3,9,18,14,False,7,1,6,4,2,1,6,4,2,1,6,0,1,1,3
C4N4,8,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4N4O1,9,15,14,False,7,1,6,4,2,1,6,4,2,1,6,0,2,1,3
C5H10,15,10268,7628,False,3814,381,3433,2288,763,763,3433,2288,763,763,3433,54,19,24,231
C5H10N2,17,9771,9678,False,4839,484,4355,2903,968,968,4355,2903,968,968,4355,201,56,71,535
C5H10N2O1,18,21481,20505,False,10253,1025,9227,6152,2051,2050,9227,6152,2051,2050,9227,627,228,242,1110
C5H10N2O2,19,4872,3655,False,1828,182,1645,1097,366,365,1645,1097,366,365,1645,153,43,36,213
C5H10N2O3,20,2842,2774,False,1387,139,1248,832,278,277,1248,832,278,277,1248,79,35,36,155
C5H10N2O4,21,1400,1355,False,678,67,610,407,136,135,610,407,136,135,610,38,14,6,41
C5H10N2O5,22,34,33,False,17,1,15,10,4,3,15,10,4,3,15,0,0,0,0
C5H10N4,19,6187,5373,False,2687,268,2418,1612,538,537,2418,1612,538,537,2418,223,76,75,331
C5H10N4O1,20,288,280,False,140,14,126,84,28,28,126,84,28,28,126,11,3,3,14
C5H10N4O2,21,751,732,False,366,37,329,220,73,73,329,220,73,73,329,7,1,1,1
C5H10N4O3,22,426,421,False,211,20,190,127,42,42,190,127,42,42,190,8,1,4,2
C5H10N4O4,23,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H10N6,21,270,265,False,133,13,119,80,27,26,119,80,27,26,119,10,2,5,7
C5H10N6O1,22,259,257,False,129,12,116,77,26,26,116,77,26,26,116,1,0,0,2
C5H10N6O2,23,6,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H10O1,16,14465,14058,False,7029,703,6326,4217,1406,1406,6326,4217,1406,1406,6326,216,70,66,532
C5H10O2,17,1887,1557,False,779,77,701,467,156,156,701,467,156,156,701,44,15,13,76
C5H10O3,18,3301,2657,False,1329,132,1196,797,266,266,1196,797,266,266,1196,102,25,28,133
C5H10O4,19,255,255,False,128,12,115,77,26,25,115,77,26,25,115,8,3,3,15
C5H10O5,20,985,505,False,253,25,227,152,51,50,227,152,51,50,227,29,6,8,22
C5H10O6,21,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H11N1,17,14074,13959,False,6980,697,6282,4188,1396,1396,6282,4188,1396,1396,6282,143,50,47,432
C5H11N1O1,18,4064,1359,False,680,67,612,408,136,136,612,408,136,136,612,42,18,19,64
C5H11N1O2,19,6893,5501,False,2751,274,2476,1651,550,550,2476,1651,550,550,2476,182,65,71,287
C5H11N1O3,20,611,142,False,71,7,64,43,14,14,64,43,14,14,64,6,1,2,14
C5H11N1O4,21,801,468,False,234,23,211,140,47,47,211,140,47,47,211,10,3,4,1
C5H11N1O5,22,8,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,0
C5H11N1O6,23,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H11N3,19,13479,12910,False,6455,645,5810,3873,1291,1291,5810,3873,1291,1291,5810,421,145,122,752
C5H11N3O1,20,4209,3512,False,1756,176,1580,1054,351,351,1580,1054,351,351,1580,115,44,33,206
C5H11N3O2,21,864,712,False,356,36,320,214,71,71,320,214,71,71,320,8,6,2,14
C5H11N3O3,22,1290,1113,False,557,55,501,334,112,111,501,334,112,111,501,2,2,1,8
C5H11N3O4,23,96,94,False,47,5,42,28,10,9,42,28,10,9,42,1,0,0,1
C5H11N3O5,24,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H11N5,21,947,912,False,456,46,410,274,91,91,410,274,91,91,410,24,8,10,8
C5H11N5O1,22,288,284,False,142,14,128,85,29,28,128,85,29,28,128,7,6,5,2
C5H11N5O2,23,644,633,False,317,31,285,190,64,63,285,190,64,63,285,17,3,7,9
C5H11N5O3,24,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H11N7,23,89,89,False,45,4,40,27,9,9,40,27,9,9,40,3,0,1,1
C5H11N7O1,24,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H11N7O2,25,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H12,17,1017,1016,False,508,51,457,305,102,101,457,305,102,101,457,8,3,3,20
C5H12N2,19,779,753,False,377,37,339,226,76,75,339,226,76,75,339,16,3,13,42
C5H12N2O1,20,4868,4707,False,2354,235,2118,1412,471,471,2118,1412,471,471,2118,140,50,48,231
C5H12N2O2,21,880,796,False,398,40,358,239,80,79,358,239,80,79,358,3,3,1,2
C5H12N2O3,22,179,171,False,86,8,77,52,17,17,77,52,17,17,77,4,2,0,2
C5H12N2O4,23,36,36,False,18,2,16,11,4,3,16,11,4,3,16,0,0,0,0
C5H12N2O5,24,12,12,False,6,1,5,4,1,1,5,4,1,1,5,0,1,0,0
C5H12N4,21,2386,2092,False,1046,105,941,628,209,209,941,628,209,209,941,9,4,1,19
C5H12N4O1,22,266,126,False,63,6,57,38,13,12,57,38,13,12,57,4,1,1,2
C5H12N4O2,23,1038,743,False,372,37,334,223,75,74,334,223,75,74,334,19,6,5,10
C5H12N4O3,24,579,563,False,282,28,253,169,57,56,253,169,57,56,253,11,4,5,10
C5H12N4O4,25,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H12N6,23,366,184,False,92,9,83,55,19,18,83,55,19,18,83,3,0,2,1
C5H12N6O1,24,244,242,False,121,12,109,73,24,24,109,73,24,24,109,3,2,0,1
C5H12N6O2,25,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H12N6O3,26,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H12O1,18,2458,2440,False,1220,122,1098,732,244,244,1098,732,244,244,1098,37,9,19,108
C5H12O2,19,1621,914,False,457,46,411,274,92,91,411,274,92,91,411,18,6,6,45
C5H12O3,20,232,230,False,115,11,104,69,23,23,104,69,23,23,104,14,4,7,11
C5H12O4,21,109,107,False,54,5,48,32,11,11,48,32,11,11,48,0,0,0,0
C5H12O5,22,2,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H12O6,23,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H13N1,19,3376,3060,False,1530,153,1377,918,306,306,1377,918,306,306,1377,34,16,11,98
C5H13N1O1,20,557,413,False,207,20,186,124,42,41,186,124,42,41,186,13,5,3,16
C5H13N1O2,21,267,254,False,127,13,114,76,26,25,114,76,26,25,114,3,2,2,14
C5H13N1O3,22,5,5,False,3,0,2,2,1,0,2,2,1,0,2,0,0,0,0
C5H13N1O4,23,4,4,False,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0
C5H13N1O5,24,4,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H13N1O6,25,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H13N3,21,2363,2275,False,1138,113,1024,683,228,227,1024,683,228,227,1024,23,5,2,41
C5H13N3O1,22,781,672,False,336,34,302,202,67,67,302,202,67,67,302,0,0,2,3
C5H13N3O2,23,59,55,False,28,2,25,17,6,5,25,17,6,5,25,0,0,0,0
C5H13N3O3,24,65,63,False,32,3,28,19,7,6,28,19,7,6,28,0,0,0,0
C5H13N3O4,25,46,33,False,17,1,15,10,4,3,15,10,4,3,15,1,0,0,1
C5H13N3O5,26,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H13N5,23,21,21,False,11,0,10,7,2,2,10,7,2,2,10,0,0,0,0
C5H13N5O1,24,100,98,False,49,5,44,29,10,10,44,29,10,10,44,0,1,0,1
C5H13N5O2,25,368,354,False,177,18,159,106,36,35,159,106,36,35,159,9,4,2,2
C5H13N5O3,26,5,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H13N5O4,27,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H13N7,25,96,95,False,48,4,43,29,10,9,43,29,10,9,43,0,0,0,0
C5H13N7O2,27,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H14N2,21,73,73,False,37,3,33,22,8,7,33,22,8,7,33,1,0,1,1
C5H14N2O1,22,4,4,False,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0
C5H14N2O2,23,255,247,False,124,12,111,74,25,25,111,74,25,25,111,8,1,1,2
C5H14N2O3,24,8,6,False,3,0,3,2,1,0,3,2,1,0,3,0,0,0,0
C5H14N2O4,25,3,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H14N2O5,26,2,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H14N4,23,320,283,False,142,14,127,85,29,28,127,85,29,28,127,1,2,4,3
C5H14N4O1,24,115,109,False,55,5,49,33,11,11,49,33,11,11,49,1,0,0,1
C5H14N4O2,25,99,95,False,48,4,43,29,10,9,43,29,10,9,43,0,1,0,1
C5H14N4O3,26,66,61,False,31,2,28,19,6,6,28,19,6,6,28,0,0,0,0
C5H14N4O4,27,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H14N6,25,34,33,False,17,1,15,10,4,3,15,10,4,3,15,0,0,0,0
C5H14N6O1,26,136,135,False,68,6,61,41,14,13,61,41,14,13,61,2,0,1,3
C5H14N6O2,27,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H14N6O3,28,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H14O1,20,7,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,1
C5H14O2,21,93,93,False,47,4,42,28,10,9,42,28,10,9,42,0,0,0,0
C5H14O3,22,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H14O4,23,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H15N1O1,22,122,122,False,61,6,55,37,12,12,55,37,12,12,55,0,0,0,0
C5H15N1O2,23,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H15N3,23,81,81,False,41,3,37,25,8,8,37,25,8,8,37,1,0,1,4
C5H15N3O1,24,11,9,False,5,0,4,3,1,1,4,3,1,1,4,0,0,0,0
C5H15N3O2,25,13,11,False,6,0,5,4,1,1,5,4,1,1,5,0,0,0,0
C5H15N3O3,26,10,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,0
C5H15N3O4,27,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H15N5,25,14,14,False,7,1,6,4,2,1,6,4,2,1,6,0,0,0,0
C5H15N5O1,26,52,51,False,26,2,23,16,5,5,23,16,5,5,23,0,0,0,0
C5H15N5O2,27,57,56,False,28,3,25,17,6,5,25,17,6,5,25,0,0,0,0
C5H15N5O3,28,7,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H15N7,27,52,50,False,25,2,23,15,5,5,23,15,5,5,23,0,0,0,0
C5H15N7O2,29,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H16N2,23,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H16N2O1,24,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H16N2O2,25,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H16N4,25,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H16N4O1,26,7,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,0
C5H16N4O2,27,8,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,0
C5H16N4O3,28,5,5,False,3,0,2,2,1,0,2,2,1,0,2,0,0,0,0
C5H16N6,27,19,19,False,10,0,9,6,2,2,9,6,2,2,9,0,0,0,0
C5H16N6O1,28,44,44,False,22,2,20,13,5,4,20,13,5,4,20,0,0,0,0
C5H16N6O2,29,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H16N6O3,30,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H17N5O1,28,5,4,False,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0
C5H17N5O2,29,9,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,0
C5H17N7,29,17,17,False,9,0,8,5,2,2,8,5,2,2,8,0,0,0,0
C5H18N4O2,29,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H18N6,29,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H18N6O1,30,6,6,False,3,0,3,2,1,0,3,2,1,0,3,0,0,0,0
C5H18N6O2,31,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H1N1,7,515,508,False,254,25,229,152,51,51,229,152,51,51,229,21,12,10,33
C5H1N1O2,9,288,284,False,142,14,128,85,29,28,128,85,29,28,128,19,4,3,15
C5H1N1O3,10,20,18,False,9,1,8,5,2,2,8,5,2,2,8,1,1,1,0
C5H1N3O1,10,47,41,False,21,1,19,13,4,4,19,13,4,4,19,1,2,0,2
C5H1N5O2,13,4,4,False,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0
C5H2N2,9,333,333,False,167,16,150,100,34,33,150,100,34,33,150,16,3,4,17
C5H2N2O1,10,2635,2592,False,1296,130,1166,778,259,259,1166,778,259,259,1166,142,43,48,140
C5H2N2O2,11,299,272,False,136,14,122,82,27,27,122,82,27,27,122,18,7,7,22
C5H2N2O3,12,137,136,False,68,7,61,41,14,13,61,41,14,13,61,5,3,2,6
C5H2N2O4,13,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H2N4,11,25,22,False,11,1,10,7,2,2,10,7,2,2,10,1,1,0,2
C5H2N4O1,12,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H2N4O2,13,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H2N4O3,14,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H2N6,13,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H2N6O1,14,9,9,False,5,0,4,3,1,1,4,3,1,1,4,0,0,1,0
C5H2O1,8,664,663,False,332,33,298,199,67,66,298,199,67,66,298,40,13,12,70
C5H2O2,9,112,111,False,56,5,50,34,11,11,50,34,11,11,50,8,1,1,5
C5H2O3,10,757,740,False,370,37,333,222,74,74,333,222,74,74,333,36,14,19,57
C5H2O4,11,90,72,False,36,4,32,22,7,7,32,22,7,7,32,6,1,3,5
C5H3N1,9,1248,1240,False,620,62,558,372,124,124,558,372,124,124,558,63,18,15,86
C5H3N1O1,10,3014,2994,False,1497,150,1347,898,300,299,1347,898,300,299,1347,105,33,31,132
C5H3N1O2,11,8925,8748,False,4374,437,3937,2624,875,875,3937,2624,875,875,3937,353,115,120,458
C5H3N1O3,12,806,680,False,340,34,306,204,68,68,306,204,68,68,306,30,5,6,38
C5H3N1O4,13,135,135,False,68,6,61,41,14,13,61,41,14,13,61,9,1,4,10
C5H3N1O5,14,138,137,False,69,6,62,41,14,14,62,41,14,14,62,8,4,1,9
C5H3N3,11,6041,5932,False,2966,297,2669,1780,593,593,2669,1780,593,593,2669,314,95,91,388
C5H3N3O1,12,822,692,False,346,35,311,208,69,69,311,208,69,69,311,41,14,16,39
C5H3N3O2,13,123,121,False,61,5,55,37,12,12,55,37,12,12,55,4,0,0,5
C5H3N3O3,14,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H3N3O4,15,4,4,False,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0
C5H3N5,13,276,135,False,68,6,61,41,14,13,61,41,14,13,61,5,5,2,9
C5H3N5O1,14,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H3N5O2,15,12,12,False,6,1,5,4,1,1,5,4,1,1,5,2,0,1,1
C5H3N7,15,5,5,False,3,0,2,2,1,0,2,2,1,0,2,0,1,0,0
C5H4,9,1882,1882,False,941,94,847,565,188,188,847,565,188,188,847,30,7,7,107
C5H4N2,11,3460,3432,False,1716,172,1544,1030,343,343,1544,1030,343,343,1544,91,34,29,190
C5H4N2O1,12,21971,21409,False,10705,1070,9634,6423,2141,2141,9634,6423,2141,2141,9634,706,266,252,1190
C5H4N2O2,13,3239,2719,False,1360,135,1224,816,272,272,1224,816,272,272,1224,163,46,51,171
C5H4N2O3,14,122,120,False,60,6,54,36,12,12,54,36,12,12,54,2,1,2,7
C5H4N2O4,15,153,153,False,77,7,69,46,16,15,69,46,16,15,69,9,3,3,7
C5H4N2O5,16,4,4,False,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0
C5H4N4,13,1162,1035,False,518,51,466,311,104,103,466,311,104,103,466,56,15,18,65
C5H4N4O1,14,380,379,False,190,18,171,114,38,38,171,114,38,38,171,10,6,2,24
C5H4N4O2,15,724,432,False,216,22,194,130,43,43,194,130,43,43,194,17,9,5,24
C5H4N4O3,16,155,154,False,77,8,69,46,16,15,69,46,16,15,69,9,7,1,6
C5H4N6,15,128,128,False,64,6,58,38,13,13,58,38,13,13,58,4,1,0,11
C5H4N6O1,16,8,8,False,4,0,4,2,1,1,4,2,1,1,4,1,0,0,1
C5H4O1,10,2758,2729,False,1365,136,1228,819,273,273,1228,819,273,273,1228,116,45,34,183
C5H4O2,11,3878,3850,False,1925,192,1733,1155,385,385,1733,1155,385,385,1733,134,44,33,214
C5H4O3,12,7052,6928,False,3464,346,3118,2078,693,693,3118,2078,693,693,3118,304,92,111,399
C5H4O4,13,243,211,False,106,10,95,64,21,21,95,64,21,21,95,17,4,7,10
C5H5N1,11,2994,2979,False,1490,148,1341,894,298,298,1341,894,298,298,1341,62,14,20,175
C5H5N1O1,12,11560,11499,False,5750,574,5175,3450,1150,1150,5175,3450,1150,1150,5175,342,118,119,648
C5H5N1O2,13,31683,28326,False,14163,1416,12747,8498,2833,2832,12747,8498,2833,2832,12747,790,298,266,1509
C5H5N1O3,14,1914,1407,False,704,70,633,422,141,141,633,422,141,141,633,58,18,22,85
C5H5N1O4,15,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H5N1O5,16,7,7,False,4,0,3,2,1,1,3,2,1,1,3,1,0,0,0
C5H5N1O6,17,7,7,False,4,0,3,2,1,1,3,2,1,1,3,1,1,0,0
C5H5N3,13,17159,16805,False,8403,840,7562,5042,1681,1680,7562,5042,1681,1680,7562,576,211,170,879
C5H5N3O1,14,4164,3517,False,1759,175,1583,1055,352,352,1583,1055,352,352,1583,155,50,51,206
C5H5N3O2,15,294,147,False,74,7,66,44,15,15,66,44,15,15,66,8,0,2,9
C5H5N3O3,16,447,300,False,150,15,135,90,30,30,135,90,30,30,135,13,5,8,13
C5H5N3O4,17,58,58,False,29,3,26,17,6,6,26,17,6,6,26,5,0,1,1
C5H5N5,15,1248,1084,False,542,54,488,325,109,108,488,325,109,108,488,44,11,14,79
C5H5N5O1,16,871,725,False,363,36,326,218,73,72,326,218,73,72,326,37,16,9,29
C5H5N5O2,17,36,36,False,18,2,16,11,4,3,16,11,4,3,16,2,1,1,1
C5H5N7,17,5,5,False,3,0,2,2,1,0,2,2,1,0,2,0,0,0,0
C5H6,11,5693,5685,False,2843,284,2558,1706,569,568,2558,1706,569,568,2558,22,6,3,158
C5H6N2,13,11808,11722,False,5861,586,5275,3517,1172,1172,5275,3517,1172,1172,5275,208,76,74,587
C5H6N2O1,14,47308,44848,False,22424,2242,20182,13454,4485,4485,20182,13454,4485,4485,20182,1242,431,395,2400
C5H6N2O2,15,7903,4919,False,2460,245,2214,1476,492,492,2214,1476,492,492,2214,187,66,65,293
C5H6N2O3,16,486,346,False,173,17,156,104,35,34,156,104,35,34,156,14,2,7,25
C5H6N2O4,17,392,387,False,194,19,174,116,39,39,174,116,39,39,174,21,2,7,20
C5H6N2O5,18,34,34,False,17,2,15,10,4,3,15,10,4,3,15,1,0,2,7
C5H6N4,15,3689,2959,False,1480,147,1332,888,296,296,1332,888,296,296,1332,127,42,42,168
C5H6N4O1,16,1074,777,False,389,38,350,233,78,78,350,233,78,78,350,35,8,12,45
C5H6N4O2,17,77,77,False,39,3,35,23,8,8,35,23,8,8,35,6,1,1,7
C5H6N4O3,18,144,144,False,72,7,65,43,15,14,65,43,15,14,65,5,3,2,6
C5H6N4O4,19,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H6N6,17,1143,809,False,405,40,364,243,81,81,364,243,81,81,364,42,9,11,54
C5H6N6O1,18,50,50,False,25,2,23,15,5,5,23,15,5,5,23,3,1,1,4
C5H6O1,12,12595,12521,False,6261,625,5635,3757,1252,1252,5635,3757,1252,1252,5635,251,94,73,689
C5H6O2,13,10438,10206,False,5103,510,4593,3062,1021,1020,4593,3062,1021,1020,4593,226,89,85,542
C5H6O3,14,16434,15937,False,7969,796,7172,4781,1594,1594,7172,4781,1594,1594,7172,501,156,168,861
C5H6O4,15,1483,1041,False,521,51,469,313,104,104,469,313,104,104,469,48,13,16,59
C5H6O5,16,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H7N1,13,11722,11245,False,5623,562,5060,3374,1125,1124,5060,3374,1125,1124,5060,241,79,60,609
C5H7N1O1,14,12962,12581,False,6291,628,5662,3775,1258,1258,5662,3775,1258,1258,5662,235,78,80,639
C5H7N1O2,15,35724,33876,False,16938,1694,15244,10163,3388,3387,15244,10163,3388,3387,15244,1007,350,333,1829
C5H7N1O3,16,2716,2158,False,1079,108,971,647,216,216,971,647,216,216,971,113,32,27,126
C5H7N1O4,17,320,172,False,86,9,77,52,17,17,77,52,17,17,77,14,3,2,10
C5H7N1O5,18,307,302,False,151,15,136,91,30,30,136,91,30,30,136,17,4,8,19
C5H7N1O6,19,6,6,False,3,0,3,2,1,0,3,2,1,0,3,0,0,0,0
C5H7N3,15,35739,34566,False,17283,1728,15555,10370,3457,3456,15555,10370,3457,3456,15555,1013,356,327,1856
C5H7N3O1,16,9155,6175,False,3088,308,2779,1853,618,617,2779,1853,618,617,2779,243,79,76,343
C5H7N3O2,17,174,168,False,84,8,76,50,17,17,76,50,17,17,76,11,2,5,16
C5H7N3O3,18,489,340,False,170,17,153,102,34,34,153,102,34,34,153,16,4,6,20
C5H7N3O4,19,129,128,False,64,6,58,38,13,13,58,38,13,13,58,6,2,5,7
C5H7N3O5,20,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H7N5,17,221,212,False,106,11,95,64,21,21,95,64,21,21,95,7,2,3,12
C5H7N5O1,18,751,725,False,363,36,326,218,73,72,326,218,73,72,326,39,15,10,41
C5H7N5O2,19,826,806,False,403,40,363,242,81,80,363,242,81,80,363,49,17,15,41
C5H7N5O3,20,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H7N7,19,17,17,False,9,0,8,5,2,2,8,5,2,2,8,2,0,1,2
C5H8,13,7614,7313,False,3657,365,3291,2194,732,731,3291,2194,732,731,3291,22,12,4,243
C5H8N2,15,15950,15229,False,7615,761,6853,4569,1523,1523,6853,4569,1523,1523,6853,277,89,90,758
C5H8N2O1,16,52532,50590,False,25295,2529,22766,15177,5059,5059,22766,15177,5059,5059,22766,1408,476,477,2772
C5H8N2O2,17,7740,6613,False,3307,330,2976,1984,662,661,2976,1984,662,661,2976,260,73,78,416
C5H8N2O3,18,409,253,False,127,12,114,76,26,25,114,76,26,25,114,12,3,4,22
C5H8N2O4,19,449,432,False,216,22,194,130,43,43,194,130,43,43,194,26,6,5,27
C5H8N2O5,20,62,61,False,31,2,28,19,6,6,28,19,6,6,28,3,0,0,5
C5H8N4,17,5399,4516,False,2258,226,2032,1355,452,451,2032,1355,452,451,2032,158,41,47,265
C5H8N4O1,18,554,250,False,125,12,113,75,25,25,113,75,25,25,113,16,4,5,27
C5H8N4O2,19,1335,878,False,439,44,395,263,88,88,395,263,88,88,395,42,19,19,41
C5H8N4O3,20,300,300,False,150,15,135,90,30,30,135,90,30,30,135,13,4,4,15
C5H8N4O4,21,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5H8N6,19,19,19,False,10,0,9,6,2,2,9,6,2,2,9,0,1,1,2
C5H8N6O1,20,379,374,False,187,19,168,112,38,37,168,112,38,37,168,26,8,7,24
C5H8N6O2,21,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
