theory_key        , system    , n_configs, valid_configs, missing_configs, coverage_fraction    , coverage_type
ccsd(t)_cbs.energy, C7H15N1   ,       640,            34,             606, 0.053125             , partial
ccsd(t)_cbs.energy, C8H14N4   ,       720,            34,             686, 0.04722222222222222  , partial
ccsd(t)_cbs.energy, C6H10O5   ,       746,            34,             712, 0.045576407506702415 , partial
ccsd(t)_cbs.energy, C10H10O1  ,       891,            34,             857, 0.038159371492704826 , partial
ccsd(t)_cbs.energy, C8H18N2O1 ,       917,            34,             883, 0.03707742639040349  , partial
ccsd(t)_cbs.energy, C8H12N4O1 ,      1038,            34,            1004, 0.03275529865125241  , partial
ccsd(t)_cbs.energy, C11H11N1O1,      1861,            34,            1827, 0.018269747447608814 , partial
ccsd(t)_cbs.energy, C6H9N5O1  ,       396,            33,             363, 0.08333333333333333  , partial
ccsd(t)_cbs.energy, C10H18N4O5,       536,            33,             503, 0.061567164179104475 , partial
ccsd(t)_cbs.energy, C12H20N2  ,       771,            33,             738, 0.042801556420233464 , partial
ccsd(t)_cbs.energy, C11H23N5O3,       993,            33,             960, 0.03323262839879154  , partial
ccsd(t)_cbs.energy, C3H8      ,      1015,            33,             982, 0.03251231527093596  , partial
ccsd(t)_cbs.energy, C8H15N3O4 ,      1032,            33,             999, 0.03197674418604651  , partial
ccsd(t)_cbs.energy, C9H19N5O3 ,      1130,            33,            1097, 0.02920353982300885  , partial
ccsd(t)_cbs.energy, C11H21N3O4,      1507,            33,            1474, 0.021897810218978103 , partial
ccsd(t)_cbs.energy, C4H1N3O2  ,       164,            32,             132, 0.1951219512195122   , partial
ccsd(t)_cbs.energy, C4H7N5O3  ,       221,            32,             189, 0.14479638009049775  , partial
ccsd(t)_cbs.energy, C2H8N6O1  ,       265,            32,             233, 0.12075471698113208  , partial
ccsd(t)_cbs.energy, C7H4      ,       265,            32,             233, 0.12075471698113208  , partial
ccsd(t)_cbs.energy, H7N3O1    ,       306,            32,             274, 0.10457516339869281  , partial
ccsd(t)_cbs.energy, C4H13N3O1 ,       368,            32,             336, 0.08695652173913043  , partial
ccsd(t)_cbs.energy, C8H12O4   ,       632,            32,             600, 0.05063291139240506  , partial
ccsd(t)_cbs.energy, C11H18N4O3,      1067,            32,            1035, 0.02999062792877226  , partial
ccsd(t)_cbs.energy, C9H14N4O3 ,      1073,            32,            1041, 0.02982292637465051  , partial
ccsd(t)_cbs.energy, C10H16N4O4,      1110,            32,            1078, 0.02882882882882883  , partial
ccsd(t)_cbs.energy, C10H8N2O1 ,      1179,            32,            1147, 0.02714164546225615  , partial
ccsd(t)_cbs.energy, C11H12N2O1,      1254,            32,            1222, 0.025518341307814992 , partial
ccsd(t)_cbs.energy, C10H13N1O1,      2772,            32,            2740, 0.011544011544011544 , partial
ccsd(t)_cbs.energy, C2H7N1O3  ,       142,            31,             111, 0.21830985915492956  , partial
ccsd(t)_cbs.energy, C6H6N6    ,       162,            31,             131, 0.19135802469135801  , partial
ccsd(t)_cbs.energy, C4N2O2    ,       168,            31,             137, 0.18452380952380953  , partial
ccsd(t)_cbs.energy, C4H8N6O1  ,       172,            31,             141, 0.18023255813953487  , partial
ccsd(t)_cbs.energy, C9H6N2    ,       263,            31,             232, 0.11787072243346007  , partial
ccsd(t)_cbs.energy, C8H7N5    ,       274,            31,             243, 0.11313868613138686  , partial
ccsd(t)_cbs.energy, C5H10N4O1 ,       288,            31,             257, 0.1076388888888889   , partial
ccsd(t)_cbs.energy, C5H8O5    ,       338,            31,             307, 0.09171597633136094  , partial
ccsd(t)_cbs.energy, C7H12N4O2 ,       499,            31,             468, 0.06212424849699399  , partial
ccsd(t)_cbs.energy, C6H14     ,       531,            31,             500, 0.0583804143126177   , partial
ccsd(t)_cbs.energy, C8H13N1O3 ,       746,            31,             715, 0.04155495978552279  , partial
ccsd(t)_cbs.energy, C6H13N3O2 ,       842,            31,             811, 0.03681710213776722  , partial
ccsd(t)_cbs.energy, C8H11N5   ,       871,            31,             840, 0.03559127439724455  , partial
ccsd(t)_cbs.energy, C12H9N1O1 ,      1065,            31,            1034, 0.02910798122065728  , partial
ccsd(t)_cbs.energy, C4H9N1O4  ,       227,            30,             197, 0.13215859030837004  , partial
ccsd(t)_cbs.energy, C5H10O4   ,       255,            30,             225, 0.11764705882352941  , partial
ccsd(t)_cbs.energy, C2H9N1O1  ,       279,            30,             249, 0.10752688172043011  , partial
ccsd(t)_cbs.energy, C6H12N4   ,       489,            30,             459, 0.06134969325153374  , partial
ccsd(t)_cbs.energy, C4H13N5O2 ,       508,            30,             478, 0.05905511811023622  , partial
ccsd(t)_cbs.energy, C6H12N4O1 ,       542,            30,             512, 0.055350553505535055 , partial
ccsd(t)_cbs.energy, C7H15N1O1 ,       551,            30,             521, 0.0544464609800363   , partial
ccsd(t)_cbs.energy, C5H12N4O3 ,       579,            30,             549, 0.05181347150259067  , partial
ccsd(t)_cbs.energy, C12H21N5O3,       937,            30,             907, 0.032017075773746    , partial
ccsd(t)_cbs.energy, C12H10O2  ,       968,            30,             938, 0.030991735537190084 , partial
ccsd(t)_cbs.energy, C8H14N2O5 ,      1019,            30,             989, 0.029440628066732092 , partial
ccsd(t)_cbs.energy, C10H17N1  ,      1064,            30,            1034, 0.02819548872180451  , partial
ccsd(t)_cbs.energy, C9H16N2O1 ,      1067,            30,            1037, 0.028116213683223992 , partial
ccsd(t)_cbs.energy, C5H11N3O3 ,      1290,            30,            1260, 0.023255813953488372 , partial
ccsd(t)_cbs.energy, C12H16N2O4,      1474,            30,            1444, 0.0203527815468114   , partial
ccsd(t)_cbs.energy, C6H4O5    ,       123,            29,              94, 0.23577235772357724  , partial
ccsd(t)_cbs.energy, C3H5N5O2  ,       181,            29,             152, 0.16022099447513813  , partial
ccsd(t)_cbs.energy, C4H8N2O4  ,       188,            29,             159, 0.15425531914893617  , partial
ccsd(t)_cbs.energy, C4H9N7    ,       192,            29,             163, 0.15104166666666666  , partial
ccsd(t)_cbs.energy, C4H6N2O4  ,       251,            29,             222, 0.11553784860557768  , partial
ccsd(t)_cbs.energy, C4H4N6    ,       295,            29,             266, 0.09830508474576272  , partial
ccsd(t)_cbs.energy, C7H10O5   ,       295,            29,             266, 0.09830508474576272  , partial
ccsd(t)_cbs.energy, C6H12O4   ,       588,            29,             559, 0.04931972789115646  , partial
ccsd(t)_cbs.energy, C6H12N6O3 ,       645,            29,             616, 0.04496124031007752  , partial
ccsd(t)_cbs.energy, C10H15N1O1,       844,            29,             815, 0.034360189573459717 , partial
ccsd(t)_cbs.energy, C9H19N3O4 ,       946,            29,             917, 0.0306553911205074   , partial
ccsd(t)_cbs.energy, C11H13N3  ,       977,            29,             948, 0.02968270214943705  , partial
ccsd(t)_cbs.energy, C9H13N3   ,       992,            29,             963, 0.029233870967741934 , partial
ccsd(t)_cbs.energy, C11H13N1O2,      1144,            29,            1115, 0.025349650349650348 , partial
ccsd(t)_cbs.energy, C12H20N4O3,      1539,            29,            1510, 0.018843404808317088 , partial
ccsd(t)_cbs.energy, C11H14N2  ,      1730,            29,            1701, 0.01676300578034682  , partial
ccsd(t)_cbs.energy, C8H15N1   ,      2131,            29,            2102, 0.01360863444392304  , partial
ccsd(t)_cbs.energy, N2O2      ,       142,            28,             114, 0.19718309859154928  , partial
ccsd(t)_cbs.energy, C2H7N7    ,       195,            28,             167, 0.14358974358974358  , partial
ccsd(t)_cbs.energy, C8H13N5   ,       533,            28,             505, 0.0525328330206379   , partial
ccsd(t)_cbs.energy, C6H10N2O4 ,       579,            28,             551, 0.04835924006908463  , partial
ccsd(t)_cbs.energy, C13H18N2O4,       959,            28,             931, 0.029197080291970802 , partial
ccsd(t)_cbs.energy, C13H15N3O3,       983,            28,             955, 0.028484231943031537 , partial
ccsd(t)_cbs.energy, C9H9N3    ,      2835,            28,            2807, 0.009876543209876543 , partial
ccsd(t)_cbs.energy, C4H3N5O1  ,       133,            27,             106, 0.20300751879699247  , partial
ccsd(t)_cbs.energy, C2H7N1O2  ,       184,            27,             157, 0.14673913043478262  , partial
ccsd(t)_cbs.energy, C4H10O4   ,       199,            27,             172, 0.135678391959799    , partial
ccsd(t)_cbs.energy, C4H7N3O3  ,       221,            27,             194, 0.12217194570135746  , partial
ccsd(t)_cbs.energy, C6H10N4   ,       255,            27,             228, 0.10588235294117647  , partial
ccsd(t)_cbs.energy, C4H7N5O2  ,       361,            27,             334, 0.07479224376731301  , partial
ccsd(t)_cbs.energy, C8H13N5O1 ,       449,            27,             422, 0.060133630289532294 , partial
ccsd(t)_cbs.energy, C6H11N5   ,       511,            27,             484, 0.05283757338551859  , partial
ccsd(t)_cbs.energy, C10H18O2  ,       694,            27,             667, 0.03890489913544669  , partial
ccsd(t)_cbs.energy, C11H12N2  ,       829,            27,             802, 0.032569360675512665 , partial
ccsd(t)_cbs.energy, C6H10N4O2 ,       948,            27,             921, 0.028481012658227847 , partial
ccsd(t)_cbs.energy, C10H12N2O1,      1359,            27,            1332, 0.019867549668874173 , partial
ccsd(t)_cbs.energy, C12H15N1  ,      2732,            27,            2705, 0.009882869692532943 , partial
ccsd(t)_cbs.energy, C4H1N1O4  ,        96,            26,              70, 0.2708333333333333   , partial
ccsd(t)_cbs.energy, C5H3N1O4  ,       135,            26,             109, 0.1925925925925926   , partial
ccsd(t)_cbs.energy, N4        ,       138,            26,             112, 0.18840579710144928  , partial
ccsd(t)_cbs.energy, C1H6N2O2  ,       154,            26,             128, 0.16883116883116883  , partial
ccsd(t)_cbs.energy, C7H5N5    ,       157,            26,             131, 0.16560509554140126  , partial
ccsd(t)_cbs.energy, C5H9N5    ,       165,            26,             139, 0.15757575757575756  , partial
ccsd(t)_cbs.energy, C5H7N5    ,       221,            26,             195, 0.11764705882352941  , partial
ccsd(t)_cbs.energy, C6H11N5O1 ,       562,            26,             536, 0.046263345195729534 , partial
ccsd(t)_cbs.energy, C9H14N4   ,       695,            26,             669, 0.03741007194244604  , partial
ccsd(t)_cbs.energy, C6H15N3   ,       736,            26,             710, 0.035326086956521736 , partial
ccsd(t)_cbs.energy, C12H15N1O1,       746,            26,             720, 0.03485254691689008  , partial
ccsd(t)_cbs.energy, C7H14N2O1 ,       872,            26,             846, 0.02981651376146789  , partial
ccsd(t)_cbs.energy, C10H19N3O5,      1038,            26,            1012, 0.025048169556840076 , partial
ccsd(t)_cbs.energy, C10H12O3  ,      1076,            26,            1050, 0.024163568773234202 , partial
ccsd(t)_cbs.energy, C9H14N4O4 ,      1090,            26,            1064, 0.023853211009174313 , partial
ccsd(t)_cbs.energy, C8H13N3O1 ,      1157,            26,            1131, 0.02247191011235955  , partial
ccsd(t)_cbs.energy, C12H11N1O1,      1649,            26,            1623, 0.015767131594906003 , partial
ccsd(t)_cbs.energy, C4H3N3O3  ,       138,            25,             113, 0.18115942028985507  , partial
ccsd(t)_cbs.energy, C11H6N2   ,       144,            25,             119, 0.1736111111111111   , partial
ccsd(t)_cbs.energy, C5H4N2O4  ,       153,            25,             128, 0.16339869281045752  , partial
ccsd(t)_cbs.energy, C8H4N2O2  ,       155,            25,             130, 0.16129032258064516  , partial
ccsd(t)_cbs.energy, C7H6N2O3  ,       205,            25,             180, 0.12195121951219512  , partial
ccsd(t)_cbs.energy, C2H8O2    ,       277,            25,             252, 0.09025270758122744  , partial
ccsd(t)_cbs.energy, C6H12N2O6 ,       305,            25,             280, 0.08196721311475409  , partial
ccsd(t)_cbs.energy, C7H14O2   ,       354,            25,             329, 0.07062146892655367  , partial
ccsd(t)_cbs.energy, C6H12N6   ,       394,            25,             369, 0.06345177664974619  , partial
ccsd(t)_cbs.energy, C9H12N4O1 ,       523,            25,             498, 0.04780114722753346  , partial
ccsd(t)_cbs.energy, C11H8N2   ,       547,            25,             522, 0.04570383912248629  , partial
ccsd(t)_cbs.energy, C10H16N2O1,       574,            25,             549, 0.04355400696864112  , partial
ccsd(t)_cbs.energy, C6H16N4O2 ,       586,            25,             561, 0.042662116040955635 , partial
ccsd(t)_cbs.energy, C5H9N5O2  ,       597,            25,             572, 0.04187604690117253  , partial
ccsd(t)_cbs.energy, C10H9N3O1 ,       658,            25,             633, 0.037993920972644375 , partial
ccsd(t)_cbs.energy, C11H23N3O3,       886,            25,             861, 0.028216704288939052 , partial
ccsd(t)_cbs.energy, C11H15N3  ,       986,            25,             961, 0.02535496957403651  , partial
ccsd(t)_cbs.energy, C15H22N2O3,      1259,            25,            1234, 0.019857029388403495 , partial
ccsd(t)_cbs.energy, C7H12N2O2 ,      1371,            25,            1346, 0.01823486506199854  , partial
ccsd(t)_cbs.energy, C6H2O2    ,       132,            24,             108, 0.18181818181818182  , partial
ccsd(t)_cbs.energy, C5H4N4O3  ,       155,            24,             131, 0.15483870967741936  , partial
ccsd(t)_cbs.energy, C6H6N6O1  ,       191,            24,             167, 0.1256544502617801   , partial
ccsd(t)_cbs.energy, C9H8O1    ,       212,            24,             188, 0.11320754716981132  , partial
ccsd(t)_cbs.energy, C4H13N1O2 ,       230,            24,             206, 0.10434782608695652  , partial
ccsd(t)_cbs.energy, C11H8O1   ,       236,            24,             212, 0.1016949152542373   , partial
ccsd(t)_cbs.energy, C2H8      ,       238,            24,             214, 0.10084033613445378  , partial
ccsd(t)_cbs.energy, C6H7N5O2  ,       268,            24,             244, 0.08955223880597014  , partial
ccsd(t)_cbs.energy, C5H10N6   ,       270,            24,             246, 0.08888888888888889  , partial
ccsd(t)_cbs.energy, C9H6O1    ,       288,            24,             264, 0.08333333333333333  , partial
ccsd(t)_cbs.energy, C5H12N6   ,       366,            24,             342, 0.06557377049180328  , partial
ccsd(t)_cbs.energy, C10H22O3  ,       407,            24,             383, 0.05896805896805897  , partial
ccsd(t)_cbs.energy, C9H15N1   ,       421,            24,             397, 0.057007125890736345 , partial
ccsd(t)_cbs.energy, C10H16N2O3,       461,            24,             437, 0.052060737527114966 , partial
ccsd(t)_cbs.energy, C12H14O2  ,       481,            24,             457, 0.0498960498960499   , partial
ccsd(t)_cbs.energy, C13H16N2O5,       923,            24,             899, 0.02600216684723727  , partial
ccsd(t)_cbs.energy, C6H9N3O3  ,      1029,            24,            1005, 0.023323615160349854 , partial
ccsd(t)_cbs.energy, C9H10N2O2 ,      1227,            24,            1203, 0.019559902200488997 , partial
ccsd(t)_cbs.energy, C9H10N2   ,      1401,            24,            1377, 0.017130620985010708 , partial
ccsd(t)_cbs.energy, C3H7N5O4  ,        95,            23,              72, 0.24210526315789474  , partial
ccsd(t)_cbs.energy, C2H1N3O4  ,       104,            23,              81, 0.22115384615384615  , partial
ccsd(t)_cbs.energy, C4H7N3O4  ,       112,            23,              89, 0.20535714285714285  , partial
ccsd(t)_cbs.energy, C5H3N1O5  ,       138,            23,             115, 0.16666666666666666  , partial
ccsd(t)_cbs.energy, H4O4      ,       160,            23,             137, 0.14375              , partial
ccsd(t)_cbs.energy, C6H5N3O3  ,       191,            23,             168, 0.12041884816753927  , partial
ccsd(t)_cbs.energy, C9H7N1O3  ,       264,            23,             241, 0.08712121212121213  , partial
ccsd(t)_cbs.energy, C11H24O3  ,       427,            23,             404, 0.053864168618266976 , partial
ccsd(t)_cbs.energy, C8H16     ,       471,            23,             448, 0.04883227176220807  , partial
ccsd(t)_cbs.energy, C8H17N3   ,       495,            23,             472, 0.046464646464646465 , partial
ccsd(t)_cbs.energy, C6H9N1O5  ,       645,            23,             622, 0.03565891472868217  , partial
ccsd(t)_cbs.energy, C7H14N4O1 ,       830,            23,             807, 0.027710843373493974 , partial
ccsd(t)_cbs.energy, C11H21N3O3,       924,            23,             901, 0.024891774891774892 , partial
ccsd(t)_cbs.energy, C9H14O2   ,      1010,            23,             987, 0.02277227722772277  , partial
ccsd(t)_cbs.energy, C9H14N2O1 ,      1385,            23,            1362, 0.01660649819494585  , partial
ccsd(t)_cbs.energy, C4H9N1O5  ,       141,            22,             119, 0.15602836879432624  , partial
ccsd(t)_cbs.energy, C6H3N5    ,       141,            22,             119, 0.15602836879432624  , partial
ccsd(t)_cbs.energy, C7H5N3O1  ,       154,            22,             132, 0.14285714285714285  , partial
ccsd(t)_cbs.energy, C2H8N2O2  ,       198,            22,             176, 0.1111111111111111   , partial
ccsd(t)_cbs.energy, C9H6N2O2  ,       275,            22,             253, 0.08                 , partial
ccsd(t)_cbs.energy, C10H18O4  ,       408,            22,             386, 0.05392156862745098  , partial
ccsd(t)_cbs.energy, C9H12N4   ,       451,            22,             429, 0.04878048780487805  , partial
ccsd(t)_cbs.energy, C6H15N3O2 ,       507,            22,             485, 0.04339250493096647  , partial
ccsd(t)_cbs.energy, C10H17N1O1,       820,            22,             798, 0.026829268292682926 , partial
ccsd(t)_cbs.energy, C10H17N3O4,       884,            22,             862, 0.024886877828054297 , partial
ccsd(t)_cbs.energy, C11H17N5O4,      1053,            22,            1031, 0.020892687559354226 , partial
ccsd(t)_cbs.energy, C10H14N4O5,      1122,            22,            1100, 0.0196078431372549   , partial
ccsd(t)_cbs.energy, C12H25N3O3,      1139,            22,            1117, 0.019315188762071993 , partial
ccsd(t)_cbs.energy, C9H14     ,      1592,            22,            1570, 0.013819095477386936 , partial
ccsd(t)_cbs.energy, C6H12N4O2 ,      1905,            22,            1883, 0.011548556430446194 , partial
ccsd(t)_cbs.energy, C7H4O2    ,       125,            21,             104, 0.168                , partial
ccsd(t)_cbs.energy, C6H8O6    ,       131,            21,             110, 0.16030534351145037  , partial
ccsd(t)_cbs.energy, C4H8N6O2  ,       140,            21,             119, 0.15                 , partial
ccsd(t)_cbs.energy, C3H10N4O2 ,       142,            21,             121, 0.14788732394366197  , partial
ccsd(t)_cbs.energy, C7H1N1    ,       147,            21,             126, 0.14285714285714285  , partial
ccsd(t)_cbs.energy, H2O4      ,       165,            21,             144, 0.12727272727272726  , partial
ccsd(t)_cbs.energy, C8H15N1O4 ,       246,            21,             225, 0.08536585365853659  , partial
ccsd(t)_cbs.energy, C5H12N4O1 ,       266,            21,             245, 0.07894736842105263  , partial
ccsd(t)_cbs.energy, C5H13N1O2 ,       267,            21,             246, 0.07865168539325842  , partial
ccsd(t)_cbs.energy, C5H11N5O1 ,       288,            21,             267, 0.07291666666666667  , partial
ccsd(t)_cbs.energy, C6H10N4O1 ,       299,            21,             278, 0.07023411371237458  , partial
ccsd(t)_cbs.energy, C7H11N1O4 ,       327,            21,             306, 0.06422018348623854  , partial
ccsd(t)_cbs.energy, C6H17N5O2 ,       339,            21,             318, 0.061946902654867256 , partial
ccsd(t)_cbs.energy, C7H12O6   ,       349,            21,             328, 0.06017191977077364  , partial
ccsd(t)_cbs.energy, C12H24O4  ,       409,            21,             388, 0.05134474327628362  , partial
ccsd(t)_cbs.energy, C10H21N1O2,       431,            21,             410, 0.048723897911832945 , partial
ccsd(t)_cbs.energy, C9H15N3   ,       466,            21,             445, 0.045064377682403435 , partial
ccsd(t)_cbs.energy, C9H19N1O2 ,       504,            21,             483, 0.041666666666666664 , partial
ccsd(t)_cbs.energy, C9H16     ,       512,            21,             491, 0.041015625          , partial
ccsd(t)_cbs.energy, C6H10N2O3 ,       882,            21,             861, 0.023809523809523808 , partial
ccsd(t)_cbs.energy, C12H13N1O1,      1321,            21,            1300, 0.015897047691143074 , partial
ccsd(t)_cbs.energy, C5H7N3O4  ,       129,            20,             109, 0.15503875968992248  , partial
ccsd(t)_cbs.energy, C7H4N2O2  ,       142,            20,             122, 0.14084507042253522  , partial
ccsd(t)_cbs.energy, C8H6N4O1  ,       142,            20,             122, 0.14084507042253522  , partial
ccsd(t)_cbs.energy, C6H7N3O3  ,       170,            20,             150, 0.11764705882352941  , partial
ccsd(t)_cbs.energy, C5H9N3O3  ,       205,            20,             185, 0.0975609756097561   , partial
ccsd(t)_cbs.energy, C12H8     ,       254,            20,             234, 0.07874015748031496  , partial
ccsd(t)_cbs.energy, C9H16O3   ,       398,            20,             378, 0.05025125628140704  , partial
ccsd(t)_cbs.energy, C10H16O1  ,       428,            20,             408, 0.04672897196261682  , partial
ccsd(t)_cbs.energy, C9H21N3   ,       432,            20,             412, 0.046296296296296294 , partial
ccsd(t)_cbs.energy, C7H13N3O1 ,       451,            20,             431, 0.04434589800443459  , partial
ccsd(t)_cbs.energy, C13H17N3O4,       864,            20,             844, 0.023148148148148147 , partial
ccsd(t)_cbs.energy, C9H9N3O1  ,       879,            20,             859, 0.022753128555176336 , partial
ccsd(t)_cbs.energy, C10H11N1  ,       886,            20,             866, 0.022573363431151242 , partial
ccsd(t)_cbs.energy, C7H11N3O2 ,       913,            20,             893, 0.02190580503833516  , partial
ccsd(t)_cbs.energy, C9H17N3O4 ,      1019,            20,             999, 0.019627085377821395 , partial
ccsd(t)_cbs.energy, C10H19N5O5,      1150,            20,            1130, 0.017391304347826087 , partial
ccsd(t)_cbs.energy, C9H18N2O3 ,      1629,            20,            1609, 0.012277470841006752 , partial
ccsd(t)_cbs.energy, C3H1N5O1  ,        65,            19,              46, 0.2923076923076923   , partial
ccsd(t)_cbs.energy, C1H5N1O3  ,       106,            19,              87, 0.1792452830188679   , partial
ccsd(t)_cbs.energy, C5H9N5O1  ,       121,            19,             102, 0.15702479338842976  , partial
ccsd(t)_cbs.energy, C7H3N3    ,       133,            19,             114, 0.14285714285714285  , partial
ccsd(t)_cbs.energy, C3H11N5O1 ,       134,            19,             115, 0.1417910447761194   , partial
ccsd(t)_cbs.energy, C5H2N2O3  ,       137,            19,             118, 0.1386861313868613   , partial
ccsd(t)_cbs.energy, C1H3N1O3  ,       140,            19,             121, 0.1357142857142857   , partial
ccsd(t)_cbs.energy, C8H10N4O3 ,       146,            19,             127, 0.13013698630136986  , partial
ccsd(t)_cbs.energy, C10H6N4   ,       149,            19,             130, 0.12751677852348994  , partial
ccsd(t)_cbs.energy, C2H8O1    ,       188,            19,             169, 0.10106382978723404  , partial
ccsd(t)_cbs.energy, C10H16    ,       219,            19,             200, 0.0867579908675799   , partial
ccsd(t)_cbs.energy, C8H10N6   ,       278,            19,             259, 0.0683453237410072   , partial
ccsd(t)_cbs.energy, C12H26O3  ,       281,            19,             262, 0.06761565836298933  , partial
ccsd(t)_cbs.energy, C8H16O4   ,       288,            19,             269, 0.06597222222222222  , partial
ccsd(t)_cbs.energy, C6H11N3O1 ,       295,            19,             276, 0.06440677966101695  , partial
ccsd(t)_cbs.energy, C7H15N5   ,       350,            19,             331, 0.054285714285714284 , partial
ccsd(t)_cbs.energy, C7H12N4   ,       547,            19,             528, 0.03473491773308958  , partial
ccsd(t)_cbs.energy, C11H12O1  ,       634,            19,             615, 0.02996845425867508  , partial
ccsd(t)_cbs.energy, C6H14N2O3 ,       649,            19,             630, 0.029275808936825885 , partial
ccsd(t)_cbs.energy, C11H14N2O3,       760,            19,             741, 0.025                , partial
ccsd(t)_cbs.energy, C13H18N2O5,       822,            19,             803, 0.023114355231143552 , partial
ccsd(t)_cbs.energy, C11H17N1O2,       845,            19,             826, 0.022485207100591716 , partial
ccsd(t)_cbs.energy, C11H9N1O1 ,       866,            19,             847, 0.021939953810623556 , partial
ccsd(t)_cbs.energy, C8H15N1O3 ,       949,            19,             930, 0.020021074815595362 , partial
ccsd(t)_cbs.energy, C12H14N2  ,      1177,            19,            1158, 0.016142735768903994 , partial
ccsd(t)_cbs.energy, C11H22N2O3,      1214,            19,            1195, 0.015650741350906095 , partial
ccsd(t)_cbs.energy, C13H17N1  ,      2436,            19,            2417, 0.007799671592775041 , partial
ccsd(t)_cbs.energy, C9H9N1O4  ,       111,            18,              93, 0.16216216216216217  , partial
ccsd(t)_cbs.energy, C10H6N2   ,       143,            18,             125, 0.1258741258741259   , partial
ccsd(t)_cbs.energy, C3H10N2O3 ,       152,            18,             134, 0.11842105263157894  , partial
ccsd(t)_cbs.energy, C12H18    ,       312,            18,             294, 0.057692307692307696 , partial
ccsd(t)_cbs.energy, C6H12O3   ,       314,            18,             296, 0.05732484076433121  , partial
ccsd(t)_cbs.energy, C7H14N4   ,       404,            18,             386, 0.04455445544554455  , partial
ccsd(t)_cbs.energy, C9H18N2O1 ,       918,            18,             900, 0.0196078431372549   , partial
ccsd(t)_cbs.energy, C11H22N4O4,       937,            18,             919, 0.0192102454642476   , partial
ccsd(t)_cbs.energy, C10H13N1O2,      1317,            18,            1299, 0.01366742596810934  , partial
ccsd(t)_cbs.energy, C1H3N1O4  ,        69,            17,              52, 0.2463768115942029   , partial
ccsd(t)_cbs.energy, H3N1O4    ,        83,            17,              66, 0.20481927710843373  , partial
ccsd(t)_cbs.energy, C5H2O4    ,        90,            17,              73, 0.18888888888888888  , partial
ccsd(t)_cbs.energy, C6H6N4O3  ,       107,            17,              90, 0.1588785046728972   , partial
ccsd(t)_cbs.energy, C9H5N3O1  ,       138,            17,             121, 0.12318840579710146  , partial
ccsd(t)_cbs.energy, H1N1O3    ,       161,            17,             144, 0.10559006211180125  , partial
ccsd(t)_cbs.energy, C9H13N1   ,       205,            17,             188, 0.08292682926829269  , partial
ccsd(t)_cbs.energy, C6H8N4O3  ,       254,            17,             237, 0.06692913385826772  , partial
ccsd(t)_cbs.energy, C6H13N3O1 ,       343,            17,             326, 0.04956268221574344  , partial
ccsd(t)_cbs.energy, C5H13N5O2 ,       368,            17,             351, 0.04619565217391304  , partial
ccsd(t)_cbs.energy, C13H11N1  ,       370,            17,             353, 0.04594594594594595  , partial
ccsd(t)_cbs.energy, C10H18O1  ,       552,            17,             535, 0.030797101449275364 , partial
ccsd(t)_cbs.energy, C8H16N2O2 ,       768,            17,             751, 0.022135416666666668 , partial
ccsd(t)_cbs.energy, C12H17N1O2,       814,            17,             797, 0.020884520884520884 , partial
ccsd(t)_cbs.energy, C11H8O2   ,       888,            17,             871, 0.019144144144144143 , partial
ccsd(t)_cbs.energy, C12H16N2O5,       889,            17,             872, 0.019122609673790775 , partial
ccsd(t)_cbs.energy, C10H15N3  ,       928,            17,             911, 0.018318965517241378 , partial
ccsd(t)_cbs.energy, C9H14N2O5 ,      1113,            17,            1096, 0.015274034141958671 , partial
ccsd(t)_cbs.energy, C11H15N1O2,      1215,            17,            1198, 0.013991769547325103 , partial
ccsd(t)_cbs.energy, C10H14N2  ,      1237,            17,            1220, 0.0137429264349232   , partial
ccsd(t)_cbs.energy, C4H5N5O3  ,        75,            16,              59, 0.21333333333333335  , partial
ccsd(t)_cbs.energy, C4H6O6    ,        92,            16,              76, 0.17391304347826086  , partial
ccsd(t)_cbs.energy, C6H4N4O1  ,       127,            16,             111, 0.12598425196850394  , partial
ccsd(t)_cbs.energy, C5H4N6    ,       128,            16,             112, 0.125                , partial
ccsd(t)_cbs.energy, C5H6N4O3  ,       144,            16,             128, 0.1111111111111111   , partial
ccsd(t)_cbs.energy, C8H8N6    ,       144,            16,             128, 0.1111111111111111   , partial
ccsd(t)_cbs.energy, C7H4N4O1  ,       162,            16,             146, 0.09876543209876543  , partial
ccsd(t)_cbs.energy, C7H19N3   ,       213,            16,             197, 0.07511737089201878  , partial
ccsd(t)_cbs.energy, C10H22N4  ,       274,            16,             258, 0.058394160583941604 , partial
ccsd(t)_cbs.energy, C7H19N5O2 ,       274,            16,             258, 0.058394160583941604 , partial
ccsd(t)_cbs.energy, C8H18N4   ,       341,            16,             325, 0.0469208211143695   , partial
ccsd(t)_cbs.energy, C8H20N4O2 ,       346,            16,             330, 0.046242774566473986 , partial
ccsd(t)_cbs.energy, C8H11N1O4 ,       363,            16,             347, 0.0440771349862259   , partial
ccsd(t)_cbs.energy, C12H15N3  ,       366,            16,             350, 0.04371584699453552  , partial
ccsd(t)_cbs.energy, C8H17N1O1 ,       385,            16,             369, 0.04155844155844156  , partial
ccsd(t)_cbs.energy, C8H16N4   ,       427,            16,             411, 0.03747072599531616  , partial
ccsd(t)_cbs.energy, C8H14O3   ,       481,            16,             465, 0.033264033264033266 , partial
