system,system_domain,n_atoms,n_configs,train_configs,val_configs,test_id_configs,test_ood_configs,train_dft_available,val_dft_available,test_id_dft_available,test_ood_dft_available,train_cc_available,val_cc_available,test_id_cc_available,test_ood_cc_available
C14H21N1O2,seen,38,125,75,25,25,0,73,25,23,0,4,1,0,0
C14H21N5O3,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H22N2,test_ood,38,83,0,0,0,83,0,0,0,82,0,0,0,2
C14H22N2O1,seen,39,93,56,19,18,0,18,12,1,0,0,0,0,0
C14H22N2O2,test_ood,40,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H22N6O2,test_ood,44,2,0,0,0,2,0,0,0,0,0,0,0,0
C14H22O1,seen,37,89,53,18,18,0,52,18,17,0,1,0,1,0
C14H22O2,seen,38,104,62,21,21,0,62,21,21,0,0,0,0,0
C14H23N1,test_ood,38,88,0,0,0,88,0,0,0,88,0,0,0,2
C14H23N1O1,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H23N1O2,seen,40,199,119,40,40,0,117,40,40,0,2,2,3,0
C14H23N1O3,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H23N3,test_ood,40,2,0,0,0,2,0,0,0,0,0,0,0,0
C14H23N3O4,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H24N2,seen,40,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H24N2O1,test_ood,41,332,0,0,0,332,0,0,0,326,0,0,0,7
C14H24N6O3,seen,47,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H24O1,seen,39,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H25N1O4,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H25N3,test_ood,42,571,0,0,0,571,0,0,0,553,0,0,0,38
C14H25N3O2,seen,44,2,1,1,0,0,0,0,0,0,0,0,0,0
C14H26N2,seen,42,2,1,1,0,0,0,0,0,0,0,0,0,0
C14H26N2O2,test_ood,44,2,0,0,0,2,0,0,0,0,0,0,0,0
C14H27N3O1,seen,45,2,1,1,0,0,0,0,0,0,0,0,0,0
C14H27N3O2,seen,46,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H27N3O8,test_ood,52,1,0,0,0,1,0,0,0,0,0,0,0,0
C14H28N4,test_ood,46,2,0,0,0,2,0,0,0,0,0,0,0,0
C14H28O3,seen,45,131,79,26,26,0,79,25,26,0,6,2,1,0
C14H28O4,seen,46,140,84,28,28,0,84,28,27,0,1,1,0,0
C14H28O7,seen,49,1,1,0,0,0,0,0,0,0,0,0,0,0
C14H29N1,seen,44,3,2,1,0,0,0,0,0,0,0,0,0,0
C14H32N4,test_ood,50,106,0,0,0,106,0,0,0,105,0,0,0,8
C14H34N4O2,seen,54,1,1,0,0,0,0,0,0,0,0,0,0,0
C15H16N4O4,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C15H17N1,test_ood,33,195,0,0,0,195,0,0,0,190,0,0,0,6
C15H17N3O5,test_ood,40,1103,0,0,0,1103,0,0,0,1063,0,0,0,0
C15H17N5O3,test_ood,40,1,0,0,0,1,0,0,0,0,0,0,0,0
C15H18N4O2,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C15H18N4O3,seen,40,975,585,195,195,0,561,185,188,0,0,0,0,0
C15H18N4O4,test_ood,41,1703,0,0,0,1703,0,0,0,1623,0,0,0,0
C15H19N1,seen,35,107,64,22,21,0,63,22,21,0,0,0,0,0
C15H19N1O8,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C15H19N3O4,test_ood,41,1063,0,0,0,1063,0,0,0,1022,0,0,0,0
C15H19N3O5,test_ood,42,1,0,0,0,1,0,0,0,0,0,0,0,0
C15H20N2,seen,37,115,69,23,23,0,69,23,22,0,1,0,0,0
C15H20N2O4,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C15H21N3O4,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C15H21N5O4,test_ood,45,1,0,0,0,1,0,0,0,0,0,0,0,0
C15H22N2O1,seen,40,2,1,1,0,0,0,0,0,0,0,0,0,0
C15H22N2O3,test_ood,42,1259,0,0,0,1259,0,0,0,1179,0,0,0,25
C15H22N2O4,test_ood,43,1325,0,0,0,1325,0,0,0,1245,0,0,0,0
C15H23N1,test_ood,39,72,0,0,0,72,0,0,0,70,0,0,0,0
C15H23N3O3,test_ood,44,820,0,0,0,820,0,0,0,780,0,0,0,0
C15H23N3O4,seen,45,700,420,140,140,0,398,133,129,0,0,0,0,0
C15H23N5O3,test_ood,46,837,0,0,0,837,0,0,0,797,0,0,0,0
C15H23N5O4,seen,47,989,593,198,198,0,571,191,187,0,0,0,0,0
C15H25N1O7,test_ood,48,1,0,0,0,1,0,0,0,0,0,0,0,0
C15H27N7O2,test_ood,51,1,0,0,0,1,0,0,0,0,0,0,0,0
C15H28N2O8,test_ood,53,1,0,0,0,1,0,0,0,0,0,0,0,0
C15H29N3,test_ood,47,4,0,0,0,4,0,0,0,0,0,0,0,0
C15H30N4,seen,49,2,1,1,0,0,0,0,0,0,0,0,0,0
C16H17N7O1,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C16H19N1O3,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C16H19N3O3,test_ood,41,1023,0,0,0,1023,0,0,0,982,0,0,0,0
C16H19N3O5,seen,43,1135,681,227,227,0,656,220,219,0,0,0,0,0
C16H20N4O3,test_ood,43,1,0,0,0,1,0,0,0,0,0,0,0,0
C16H20N4O4,seen,44,996,598,199,199,0,574,191,191,0,0,0,0,0
C16H21N1,seen,38,1,1,0,0,0,0,0,0,0,0,0,0,0
C16H21N3O3,test_ood,43,836,0,0,0,836,0,0,0,796,0,0,0,0
C16H22N4O3,test_ood,45,1,0,0,0,1,0,0,0,0,0,0,0,0
C16H23N5O3,test_ood,47,1,0,0,0,1,0,0,0,0,0,0,0,0
C16H23N5O4,seen,48,1,1,0,0,0,0,0,0,0,0,0,0,0
C16H24N6O5,test_ood,51,1,0,0,0,1,0,0,0,0,0,0,0,0
C16H25N5O5,seen,51,1,1,0,0,0,0,0,0,0,0,0,0,0
C16H26N2O3,seen,47,1,1,0,0,0,0,0,0,0,0,0,0,0
C16H27N3,test_ood,46,1,0,0,0,1,0,0,0,0,0,0,0,0
C16H31N3,test_ood,50,2,0,0,0,2,0,0,0,0,0,0,0,0
C17H17N1O6,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C17H19N5O3,seen,44,918,551,184,183,0,529,173,176,0,0,0,0,0
C17H20N6O3,test_ood,46,1,0,0,0,1,0,0,0,0,0,0,0,0
C17H20N8,test_ood,45,1,0,0,0,1,0,0,0,0,0,0,0,0
C17H21N5O1,seen,44,1,1,0,0,0,0,0,0,0,0,0,0,0
C17H22N4O4,test_ood,47,1,0,0,0,1,0,0,0,0,0,0,0,0
C17H22N6O1,test_ood,46,1,0,0,0,1,0,0,0,0,0,0,0,0
C17H23N3O3,test_ood,46,1720,0,0,0,1720,0,0,0,1640,0,0,0,0
C17H23N3O5,seen,48,1,1,0,0,0,0,0,0,0,0,0,0,0
C17H24N4O3,test_ood,48,803,0,0,0,803,0,0,0,763,0,0,0,0
C17H24N6O3,seen,50,1127,676,226,225,0,654,218,215,0,0,0,0,0
C17H27N5O3,seen,52,1,1,0,0,0,0,0,0,0,0,0,0,0
C17H30N2,seen,49,97,58,20,19,0,58,19,19,0,1,3,1,0
C17H33N3O4,seen,57,1,1,0,0,0,0,0,0,0,0,0,0,0
C17H36O2,test_ood,55,55,0,0,0,55,0,0,0,51,0,0,0,3
C18H14N2O4,test_ood,38,1,0,0,0,1,0,0,0,0,0,0,0,0
C18H16N4O1,test_ood,39,1,0,0,0,1,0,0,0,0,0,0,0,0
C18H18N2O3,seen,41,1,1,0,0,0,0,0,0,0,0,0,0,0
C18H19N1O5,seen,43,1,1,0,0,0,0,0,0,0,0,0,0,0
C18H19N3O4,seen,44,2,1,1,0,0,0,0,0,0,0,0,0,0
C18H20N2O3,test_ood,43,443,0,0,0,443,0,0,0,423,0,0,0,0
C18H20N2O4,seen,44,735,441,147,147,0,416,139,140,0,0,0,0,0
C18H20N2O5,test_ood,45,472,0,0,0,472,0,0,0,356,0,0,0,0
C18H24N4O1,seen,47,1,1,0,0,0,0,0,0,0,0,0,0,0
C18H25N3O1,seen,47,1,1,0,0,0,0,0,0,0,0,0,0,0
C18H27N3O2,seen,50,1,1,0,0,0,0,0,0,0,0,0,0,0
C18H27N3O6,test_ood,54,1,0,0,0,1,0,0,0,0,0,0,0,0
C19H19N5O1,test_ood,44,1,0,0,0,1,0,0,0,0,0,0,0,0
C19H20N4O2,test_ood,45,1,0,0,0,1,0,0,0,0,0,0,0,0
C19H23N3O2,seen,47,1,1,0,0,0,0,0,0,0,0,0,0,0
C19H25N5,seen,49,1,1,0,0,0,0,0,0,0,0,0,0,0
C19H31N5O3,test_ood,58,1,0,0,0,1,0,0,0,0,0,0,0,0
C19H33N3O3,test_ood,58,1,0,0,0,1,0,0,0,0,0,0,0,0
C19H36N4O3,seen,62,1,1,0,0,0,0,0,0,0,0,0,0,0
C1H1N1,seen,3,231,139,46,46,0,138,44,46,0,21,12,9,0
C1H1N1O1,test_ood,4,229,0,0,0,229,0,0,0,225,0,0,0,53
C1H1N3O1,test_ood,6,2561,0,0,0,2561,0,0,0,2560,0,0,0,558
C1H1N3O2,seen,7,5099,3059,1020,1020,0,3050,1019,1018,0,625,210,245,0
C1H1N3O3,seen,8,1571,943,314,314,0,936,311,312,0,220,65,62,0
C1H1N5O2,test_ood,9,492,0,0,0,492,0,0,0,487,0,0,0,95
C1H2N2,test_ood,5,458,0,0,0,458,0,0,0,446,0,0,0,84
C1H2N2O1,seen,6,246,148,49,49,0,102,34,31,0,28,8,5,0
C1H2N2O2,seen,7,35,21,7,7,0,21,7,7,0,3,1,2,0
C1H2N2O4,test_ood,9,10,0,0,0,10,0,0,0,10,0,0,0,0
C1H2N2O5,test_ood,10,2,0,0,0,2,0,0,0,2,0,0,0,0
C1H2N4,test_ood,7,2831,0,0,0,2831,0,0,0,2828,0,0,0,549
C1H2N4O1,test_ood,8,12268,0,0,0,12268,0,0,0,12237,0,0,0,2408
C1H2N4O2,seen,9,4478,2687,896,895,0,2669,889,893,0,313,100,126,0
C1H2N4O3,seen,10,1810,1086,362,362,0,1061,353,354,0,187,63,56,0
C1H2O1,test_ood,4,1206,0,0,0,1206,0,0,0,1203,0,0,0,167
C1H2O2,test_ood,5,2287,0,0,0,2287,0,0,0,2281,0,0,0,404
C1H2O3,seen,6,2771,1663,554,554,0,1656,553,550,0,331,128,147,0
C1H2O4,test_ood,7,49,0,0,0,49,0,0,0,49,0,0,0,5
C1H3N1O1,test_ood,6,4148,0,0,0,4148,0,0,0,4139,0,0,0,602
C1H3N1O2,test_ood,7,3276,0,0,0,3276,0,0,0,3134,0,0,0,463
C1H3N1O3,seen,8,140,84,28,28,0,84,28,28,0,16,1,2,0
C1H3N1O4,seen,9,69,41,14,14,0,41,14,14,0,13,4,0,0
C1H3N3O1,seen,8,62,37,13,12,0,37,13,12,0,8,0,2,0
C1H3N3O2,seen,9,17,10,4,3,0,10,4,3,0,0,0,1,0
C1H3N3O3,test_ood,10,42,0,0,0,42,0,0,0,42,0,0,0,1
C1H3N5,seen,9,5453,3272,1091,1090,0,3265,1087,1089,0,565,194,191,0
C1H3N5O1,test_ood,10,4954,0,0,0,4954,0,0,0,4930,0,0,0,549
C1H3N5O2,test_ood,11,4630,0,0,0,4630,0,0,0,4544,0,0,0,575
C1H3N5O3,seen,12,1,1,0,0,0,1,0,0,0,0,0,0,0
C1H3N7,test_ood,11,1,0,0,0,1,0,0,0,1,0,0,0,0
C1H4,seen,5,1376,826,275,275,0,825,274,274,0,113,29,31,0
C1H4N2,seen,7,5717,3430,1144,1143,0,3346,1116,1120,0,423,162,147,0
C1H4N2O1,test_ood,8,8361,0,0,0,8361,0,0,0,8120,0,0,0,843
C1H4N2O2,seen,9,7786,4672,1557,1557,0,4588,1520,1523,0,642,215,190,0
C1H4N2O3,seen,10,1703,1022,341,340,0,1016,340,340,0,158,61,49,0
C1H4N4,seen,9,43,26,9,8,0,26,9,8,0,3,2,1,0
C1H4N4O1,seen,10,519,311,104,104,0,307,104,104,0,40,23,19,0
C1H4N4O2,test_ood,11,670,0,0,0,670,0,0,0,381,0,0,0,92
C1H4N4O3,test_ood,12,5,0,0,0,5,0,0,0,5,0,0,0,0
C1H4N4O4,seen,13,2,1,1,0,0,1,1,0,0,1,1,0,0
C1H4N6,seen,11,1808,1085,362,361,0,1084,361,360,0,158,48,56,0
C1H4N6O1,test_ood,12,4745,0,0,0,4745,0,0,0,4661,0,0,0,610
C1H4N6O2,seen,13,1,1,0,0,0,0,0,0,0,0,0,0,0
C1H4O1,seen,6,1684,1010,337,337,0,1007,337,337,0,137,33,37,0
C1H4O2,test_ood,7,756,0,0,0,756,0,0,0,216,0,0,0,73
C1H4O3,seen,8,416,250,83,83,0,144,44,56,0,27,10,13,0
C1H4O4,test_ood,9,83,0,0,0,83,0,0,0,83,0,0,0,10
C1H4O5,seen,10,45,27,9,9,0,27,9,9,0,6,3,4,0
C1H5N1,seen,7,2127,1276,426,425,0,1273,426,425,0,165,76,71,0
C1H5N1O1,seen,8,1289,773,258,258,0,259,99,92,0,86,25,36,0
C1H5N1O2,seen,9,744,446,149,149,0,208,75,78,0,45,17,16,0
C1H5N1O3,seen,10,106,64,21,21,0,64,21,20,0,14,3,2,0
C1H5N1O4,seen,11,58,35,12,11,0,35,12,11,0,6,1,2,0
C1H5N3,seen,9,5554,3332,1111,1111,0,3303,1105,1101,0,305,111,99,0
C1H5N3O1,seen,10,10568,6341,2114,2113,0,6330,2106,2108,0,704,224,214,0
C1H5N3O2,seen,11,2538,1523,508,507,0,1518,506,506,0,200,83,79,0
C1H5N3O3,test_ood,12,433,0,0,0,433,0,0,0,427,0,0,0,62
C1H5N3O5,test_ood,14,1,0,0,0,1,0,0,0,1,0,0,0,1
C1H5N5O1,test_ood,12,42,0,0,0,42,0,0,0,42,0,0,0,4
C1H5N5O2,seen,13,2,1,1,0,0,0,1,0,0,0,0,0,0
C1H5N5O3,seen,14,2,1,1,0,0,0,1,0,0,0,0,0,0
C1H5N7,test_ood,13,1186,0,0,0,1186,0,0,0,1164,0,0,0,140
C1H5N7O1,seen,14,15,9,3,3,0,8,3,3,0,1,1,1,0
C1H6N2,test_ood,9,600,0,0,0,600,0,0,0,240,0,0,0,83
C1H6N2O1,seen,10,755,453,151,151,0,234,84,83,0,66,26,18,0
C1H6N2O2,seen,11,154,92,31,31,0,92,31,31,0,18,2,6,0
C1H6N2O3,seen,12,64,38,13,13,0,37,13,13,0,8,2,2,0
C1H6N2O4,test_ood,13,34,0,0,0,34,0,0,0,33,0,0,0,3
C1H6N2O5,seen,14,3,2,1,0,0,2,1,0,0,1,0,0,0
C1H6N4,seen,11,5295,3177,1059,1059,0,3169,1058,1057,0,458,158,136,0
C1H6N4O1,seen,12,1603,962,321,320,0,958,315,318,0,136,39,35,0
C1H6N4O2,seen,13,854,512,171,171,0,506,169,168,0,58,15,29,0
C1H6N4O3,test_ood,14,1,0,0,0,1,0,0,0,0,0,0,0,0
C1H6N4O4,test_ood,15,1,0,0,0,1,0,0,0,0,0,0,0,0
C1H6N6O1,test_ood,14,2,0,0,0,2,0,0,0,1,0,0,0,1
C1H6O1,test_ood,8,554,0,0,0,554,0,0,0,56,0,0,0,36
C1H6O2,test_ood,9,744,0,0,0,744,0,0,0,101,0,0,0,70
C1H6O3,seen,10,299,179,60,60,0,61,27,25,0,23,5,6,0
C1H6O4,test_ood,11,22,0,0,0,22,0,0,0,22,0,0,0,0
C1H7N1,seen,9,806,484,161,161,0,34,7,12,0,51,13,21,0
C1H7N1O1,seen,10,1294,776,259,259,0,94,26,34,0,75,38,29,0
C1H7N1O2,seen,11,477,286,96,95,0,88,27,27,0,30,11,13,0
C1H7N1O3,test_ood,12,22,0,0,0,22,0,0,0,22,0,0,0,2
C1H7N3,seen,11,288,173,58,57,0,106,41,39,0,28,9,16,0
C1H7N3O1,test_ood,12,80,0,0,0,80,0,0,0,80,0,0,0,7
C1H7N3O2,seen,13,32,19,7,6,0,19,7,6,0,1,0,0,0
C1H7N3O3,seen,14,27,16,6,5,0,16,6,5,0,4,0,1,0
C1H7N5,seen,13,868,521,174,173,0,516,173,173,0,71,22,23,0
C1H7N5O1,test_ood,14,532,0,0,0,532,0,0,0,526,0,0,0,54
C1H7N5O2,test_ood,15,2,0,0,0,2,0,0,0,2,0,0,0,0
C1H8N2,test_ood,11,562,0,0,0,562,0,0,0,115,0,0,0,61
C1H8N2O1,seen,12,353,212,71,70,0,60,12,24,0,28,5,10,0
C1H8N4,seen,13,25,15,5,5,0,15,5,5,0,2,2,0,0
C1H8N4O1,seen,14,16,10,3,3,0,10,3,3,0,1,0,0,0
C1H8N4O2,seen,15,45,27,9,9,0,27,9,9,0,1,0,3,0
C1H8N4O3,test_ood,16,1,0,0,0,1,0,0,0,1,0,0,0,0
C1H8N4O4,test_ood,17,2,0,0,0,2,0,0,0,2,0,0,0,0
C1H8N6,seen,15,364,218,73,73,0,215,73,73,0,37,8,3,0
C1H8N6O1,seen,16,3,2,1,0,0,1,1,0,0,0,0,0,0
C1H9N3,test_ood,13,95,0,0,0,95,0,0,0,25,0,0,0,11
C1H9N5O1,test_ood,16,33,0,0,0,33,0,0,0,32,0,0,0,1
C1H9N5O2,test_ood,17,1,0,0,0,1,0,0,0,1,0,0,0,0
C1N2O3,seen,6,592,355,119,118,0,355,119,117,0,74,20,31,0
C1N4O3,seen,8,676,406,135,135,0,402,134,135,0,60,20,23,0
C1O1,test_ood,2,457,0,0,0,457,0,0,0,455,0,0,0,95
C1O2,test_ood,3,531,0,0,0,531,0,0,0,531,0,0,0,134
C20H21N3O3,seen,47,995,597,199,199,0,572,191,192,0,0,0,0,0
C20H21N3O4,seen,48,919,551,184,184,0,525,178,176,0,0,0,0,0
C20H23N3,test_ood,46,1,0,0,0,1,0,0,0,0,0,0,0,0
C20H28N2O1,seen,51,1,1,0,0,0,0,0,0,0,0,0,0,0
C20H28N4O2,seen,54,1,1,0,0,0,0,0,0,0,0,0,0,0
C20H38O4,seen,62,1,1,0,0,0,0,0,0,0,0,0,0,0
C21H27N1O1,test_ood,50,1,0,0,0,1,0,0,0,0,0,0,0,0
C21H27N5O2,test_ood,55,1,0,0,0,1,0,0,0,0,0,0,0,0
C21H35N5O2,seen,63,1,1,0,0,0,0,0,0,0,0,0,0,0
C22H22N4O3,test_ood,51,549,0,0,0,549,0,0,0,529,0,0,0,0
C22H26N2O2,seen,52,1,1,0,0,0,0,0,0,0,0,0,0,0
C22H27N1O2,seen,52,1,1,0,0,0,0,0,0,0,0,0,0,0
C22H27N5O1,test_ood,55,1,0,0,0,1,0,0,0,0,0,0,0,0
C22H29N3O1,seen,55,1,1,0,0,0,0,0,0,0,0,0,0,0
C24H25N5O1,seen,55,1,1,0,0,0,0,0,0,0,0,0,0,0
C2H10N2,test_ood,14,99,0,0,0,99,0,0,0,56,0,0,0,9
C2H10N2O1,seen,15,26,16,5,5,0,16,5,5,0,2,0,2,0
C2H10N4,test_ood,16,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H10N4O1,seen,17,71,43,14,14,0,43,14,13,0,6,0,3,0
C2H10N4O2,seen,18,2,1,1,0,0,1,1,0,0,0,0,0,0
C2H10N4O3,test_ood,19,1,0,0,0,1,0,0,0,1,0,0,0,1
C2H10N6,test_ood,18,505,0,0,0,505,0,0,0,485,0,0,0,75
C2H10N6O1,test_ood,19,1,0,0,0,1,0,0,0,1,0,0,0,1
C2H10N6O3,test_ood,21,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H11N3,seen,16,11,7,2,2,0,7,2,2,0,2,1,0,0
C2H11N5,test_ood,18,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H11N5O1,seen,19,1,1,0,0,0,1,0,0,0,1,0,0,0
C2H1N1O1,test_ood,5,1357,0,0,0,1357,0,0,0,1357,0,0,0,192
C2H1N1O2,seen,6,1984,1190,397,397,0,1190,396,397,0,240,62,70,0
C2H1N1O3,seen,7,588,353,118,117,0,353,118,117,0,61,27,19,0
C2H1N1O4,test_ood,8,1120,0,0,0,1120,0,0,0,1116,0,0,0,168
C2H1N1O5,test_ood,9,501,0,0,0,501,0,0,0,490,0,0,0,65
C2H1N3,seen,6,216,130,43,43,0,128,43,42,0,28,9,10,0
C2H1N3O2,seen,8,3373,2024,675,674,0,2017,674,674,0,425,146,137,0
C2H1N3O3,test_ood,9,6242,0,0,0,6242,0,0,0,6162,0,0,0,1102
C2H1N3O4,seen,10,104,62,21,21,0,53,18,18,0,15,4,4,0
C2H1N5,seen,8,686,412,137,137,0,410,137,134,0,56,24,20,0
C2H1N5O1,test_ood,9,5490,0,0,0,5490,0,0,0,5331,0,0,0,1119
C2H1N5O2,seen,10,242,145,49,48,0,132,43,39,0,32,12,11,0
C2H1N5O5,test_ood,13,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H2,seen,4,1706,1024,341,341,0,1023,340,340,0,246,101,77,0
C2H2N2,seen,6,211,127,42,42,0,92,33,25,0,25,9,9,0
C2H2N2O1,seen,7,7866,4720,1573,1573,0,4716,1572,1573,0,797,261,287,0
C2H2N2O2,seen,8,9575,5745,1915,1915,0,5732,1909,1906,0,828,290,284,0
C2H2N2O3,seen,9,7368,4421,1474,1473,0,4396,1469,1462,0,554,197,170,0
C2H2N2O4,test_ood,10,5500,0,0,0,5500,0,0,0,5426,0,0,0,642
C2H2N2O5,test_ood,11,39,0,0,0,39,0,0,0,34,0,0,0,9
C2H2N4,test_ood,8,2161,0,0,0,2161,0,0,0,2155,0,0,0,452
C2H2N4O1,seen,9,6470,3882,1294,1294,0,3865,1287,1293,0,641,206,214,0
C2H2N4O2,test_ood,10,20035,0,0,0,20035,0,0,0,19682,0,0,0,2422
C2H2N4O3,seen,11,396,238,79,79,0,207,66,65,0,47,14,8,0
C2H2N6,test_ood,10,5593,0,0,0,5593,0,0,0,5506,0,0,0,632
C2H2N6O1,test_ood,11,292,0,0,0,292,0,0,0,249,0,0,0,53
C2H2N6O3,seen,13,3,2,1,0,0,2,1,0,0,0,0,0,0
C2H2N6O4,seen,14,3,2,1,0,0,2,1,0,0,0,0,0,0
C2H2O2,test_ood,6,1991,0,0,0,1991,0,0,0,1985,0,0,0,281
C2H2O3,seen,7,1385,831,277,277,0,741,255,242,0,95,28,33,0
C2H2O4,test_ood,8,1205,0,0,0,1205,0,0,0,1202,0,0,0,245
C2H3N1,seen,6,1133,680,227,226,0,680,226,226,0,72,24,13,0
C2H3N1O1,seen,7,1774,1064,355,355,0,990,329,327,0,150,54,50,0
C2H3N1O2,test_ood,8,7819,0,0,0,7819,0,0,0,7811,0,0,0,1201
C2H3N1O3,seen,9,8528,5117,1706,1705,0,5099,1697,1702,0,853,253,282,0
C2H3N1O4,seen,10,648,389,130,129,0,386,125,124,0,65,15,25,0
C2H3N3,seen,8,4529,2717,906,906,0,2714,905,906,0,294,100,94,0
C2H3N3O1,test_ood,9,14783,0,0,0,14783,0,0,0,14724,0,0,0,2459
C2H3N3O2,test_ood,10,18663,0,0,0,18663,0,0,0,18555,0,0,0,1944
C2H3N3O3,seen,11,17418,10451,3484,3483,0,10241,3424,3420,0,1218,445,398,0
C2H3N3O4,test_ood,12,316,0,0,0,316,0,0,0,273,0,0,0,43
C2H3N3O5,seen,13,2,1,1,0,0,1,1,0,0,1,0,0,0
C2H3N5,seen,10,3627,2176,726,725,0,2165,724,720,0,337,126,127,0
C2H3N5O1,seen,11,23881,14329,4776,4776,0,14135,4705,4696,0,1645,537,574,0
C2H3N5O2,test_ood,12,1018,0,0,0,1018,0,0,0,863,0,0,0,159
C2H3N7,seen,12,65,39,13,13,0,32,12,12,0,7,4,3,0
C2H3N7O1,test_ood,13,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H3N7O2,seen,14,6,4,1,1,0,4,1,1,0,2,0,0,0
C2H3N7O3,test_ood,15,7,0,0,0,7,0,0,0,7,0,0,0,2
C2H4,test_ood,6,1957,0,0,0,1957,0,0,0,1954,0,0,0,96
C2H4N2,seen,8,3620,2172,724,724,0,2073,698,699,0,526,172,184,0
C2H4N2O1,test_ood,9,6679,0,0,0,6679,0,0,0,6664,0,0,0,756
C2H4N2O2,seen,10,18912,11347,3783,3782,0,11223,3745,3744,0,1323,466,430,0
C2H4N2O3,seen,11,6013,3608,1203,1202,0,3566,1192,1195,0,415,120,148,0
C2H4N2O4,seen,12,2896,1738,579,579,0,1691,561,564,0,231,79,93,0
C2H4N2O5,seen,13,2,1,1,0,0,1,1,0,0,1,0,0,0
C2H4N4,seen,10,7956,4774,1591,1591,0,4669,1562,1557,0,649,246,215,0
C2H4N4O1,seen,11,19114,11468,3823,3823,0,11295,3771,3777,0,1122,372,408,0
C2H4N4O2,seen,12,25513,15308,5103,5102,0,15014,5011,5001,0,1754,624,534,0
C2H4N4O3,seen,13,348,209,70,69,0,179,64,60,0,25,10,5,0
C2H4N4O4,test_ood,14,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H4N6,seen,12,11378,6827,2276,2275,0,6694,2238,2228,0,860,284,273,0
C2H4N6O1,test_ood,13,1141,0,0,0,1141,0,0,0,988,0,0,0,173
C2H4N8O1,test_ood,15,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H4N8O2,seen,16,19,11,4,4,0,11,4,4,0,0,1,0,0
C2H4O1,test_ood,7,5839,0,0,0,5839,0,0,0,5381,0,0,0,865
C2H4O2,seen,8,4980,2988,996,996,0,2753,931,926,0,383,111,121,0
C2H4O3,seen,9,3132,1879,627,626,0,1584,538,539,0,323,98,111,0
C2H4O4,test_ood,10,187,0,0,0,187,0,0,0,185,0,0,0,50
C2H4O5,seen,11,7,4,2,1,0,4,2,1,0,1,0,0,0
C2H5N1,seen,8,2903,1742,581,580,0,1498,498,502,0,206,74,71,0
C2H5N1O1,seen,9,6593,3956,1319,1318,0,3696,1238,1228,0,369,141,131,0
C2H5N1O2,test_ood,10,14294,0,0,0,14294,0,0,0,13669,0,0,0,1327
C2H5N1O3,test_ood,11,2044,0,0,0,2044,0,0,0,1742,0,0,0,277
C2H5N1O4,seen,12,66,40,13,13,0,40,12,12,0,2,1,1,0
C2H5N1O5,seen,13,1,1,0,0,0,1,0,0,0,1,0,0,0
C2H5N1O6,test_ood,14,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H5N3,seen,10,4972,2983,995,994,0,2981,992,993,0,359,123,109,0
C2H5N3O1,seen,11,14300,8580,2860,2860,0,8540,2848,2850,0,1013,372,349,0
C2H5N3O2,seen,12,9413,5648,1883,1882,0,5596,1868,1855,0,570,176,216,0
C2H5N3O3,seen,13,8185,4911,1637,1637,0,4828,1596,1609,0,565,206,186,0
C2H5N3O4,test_ood,14,33,0,0,0,33,0,0,0,31,0,0,0,6
C2H5N3O5,seen,15,1,1,0,0,0,0,0,0,0,0,0,0,0
C2H5N5,test_ood,12,7397,0,0,0,7397,0,0,0,7218,0,0,0,688
C2H5N5O1,test_ood,13,18896,0,0,0,18896,0,0,0,18492,0,0,0,2064
C2H5N5O2,seen,14,521,313,104,104,0,277,91,99,0,53,22,23,0
C2H5N5O3,seen,15,487,292,98,97,0,278,98,94,0,32,12,11,0
C2H5N5O4,test_ood,16,2,0,0,0,2,0,0,0,2,0,0,0,0
C2H5N5O5,test_ood,17,1,0,0,0,1,0,0,0,1,0,0,0,0
C2H5N7,seen,14,366,220,73,73,0,195,61,58,0,28,9,7,0
